DOWNLOADED URL,CONTENT SIZE,CONTENT TYPE,# OUTGOING LINKS
https://nypost.com/horoscope/libra-09-29-2018/,152303,text/html; charset=UTF-8,119
https://nypost.com/2018/09/28/japans-space-rover-releases-new-photos-of-asteroid-surface/,257069,text/html; charset=UTF-8,133
https://nypost.com/home-delivery/,122684,text/html; charset=UTF-8,104
https://nypost.com/video/these-17-million-shoes-are-tacky-as-hell/,208706,text/html; charset=UTF-8,98
https://nypost.com/2018/09/28/amber-stevens-west-says-happy-together-got-creative-hiding-her-baby-bump/,262569,text/html; charset=UTF-8,133
https://nypost.com/2018/09/28/united-flight-attendant-tells-mom-her-babys-crying-is-completely-unacceptable/,265060,text/html; charset=UTF-8,139
https://nypost.com/real-estate/,168361,text/html; charset=UTF-8,123
https://nypost.com/2018/09/28/justin-timberlake-cant-stop-the-feeling-he-has-for-denim/,279820,text/html; charset=UTF-8,136
https://nypost.com/2018/09/28/honda-recalls-more-than-200000-cars-over-software-problem/,257766,text/html; charset=UTF-8,131
https://nypost.com/search/,117299,text/html; charset=UTF-8,100
https://nypost.com/2018/09/28/belgium-to-sue-google-for-not-blurring-military-sites-on-maps/,256099,text/html; charset=UTF-8,133
https://nypost.com/2018/09/29/ted-turner-says-hes-suffering-from-a-form-of-dementia/,260536,text/html; charset=UTF-8,134
https://nypost.com/2018/09/28/thank-the-courts-for-rescuing-college-kids-from-unfair-sex-assault-charges/,268645,text/html; charset=UTF-8,136
https://nypost.com/2018/09/27/justice-ginsberg-might-get-brooklyn-building-named-after-her/,260158,text/html; charset=UTF-8,132
https://nypost.com/2018/09/28/feds-will-seek-death-penalty-for-alleged-bike-path-terrorist/,261414,text/html; charset=UTF-8,138
https://nypost.com/2018/09/27/heres-how-much-money-you-need-to-make-to-own-a-home-in-nyc/,253465,text/html; charset=UTF-8,136
https://nypost.com/cover/covers-for-september-28-2018/,135325,text/html; charset=UTF-8,95
https://nypost.com/2018/09/28/why-todd-bowles-finally-selected-five-jets-captains/,285667,text/html; charset=UTF-8,134
https://nypost.com/2018/09/28/inside-the-instagram-account-exposing-creepy-bros-on-tinder/,271537,text/html; charset=UTF-8,143
https://nypost.com/mobile-apps/,129288,text/html; charset=UTF-8,109
https://nypost.com/2018/09/28/90-year-old-man-charged-with-beating-stepdaughter-to-death/,256265,text/html; charset=UTF-8,131
https://nypost.com/2018/09/28/stan-van-gundy-buries-ugly-history-to-join-espn/,281783,text/html; charset=UTF-8,133
https://nypost.com/alexa/,162569,text/html; charset=UTF-8,119
https://nypost.com/careers/,131608,text/html; charset=UTF-8,108
https://nypost.com/2018/09/28/sex-assault-survivor-who-confronted-jeff-flake-speaks-out/,263820,text/html; charset=UTF-8,139
https://nypost.com/2018/09/28/trump-orders-fbi-investigation-into-kavanaugh/amp/,78914,text/html; charset=UTF-8,62
https://nypost.com/2018/09/27/ford-tells-senate-graphic-details-of-alleged-kavanaugh-assault/,271675,text/html; charset=UTF-8,133
https://nypost.com/tag/supreme-court/,157939,text/html; charset=UTF-8,123
https://nypost.com/author/bob-fredericks/,165842,text/html; charset=UTF-8,121
https://nypost.com/tag/brett-kavanaugh/,157791,text/html; charset=UTF-8,123
https://nypost.com/tag/fbi/,157571,text/html; charset=UTF-8,123
https://nypost.com/author/bob-fredericks/feed/,39708,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/28/senate-republicans-agree-to-fbi-investigation-of-kavanaugh-before-final-vote/,262150,text/html; charset=UTF-8,133
https://nypost.com/tag/christine-blasey-ford/,157393,text/html; charset=UTF-8,123
https://nypost.com/2018/09/27/brett-kavanaughs-confirmation-fight-in-photos/slide-1/amp/,94245,text/html; charset=UTF-8,52
https://nypost.com/2018/09/25/oktoberfest-2018-beer-lederhosen-and-rides/slide-1/,176253,text/html; charset=UTF-8,95
https://nypost.com/tag/ncaa-corruption-scandal/,156532,text/html; charset=UTF-8,123
https://nypost.com/author/zach-braziller/,165776,text/html; charset=UTF-8,122
https://nypost.com/2018/09/28/giants-know-they-probably-will-have-to-light-it-up-this-week/,286169,text/html; charset=UTF-8,135
https://nypost.com/2018/04/10/two-more-top-colleges-caught-in-fbis-ncaa-probe/,281496,text/html; charset=UTF-8,127
https://nypost.com/tag/auburn-tigers/,156971,text/html; charset=UTF-8,123
https://nypost.com/2018/09/28/giants-are-going-to-be-more-shorthanded-than-expected/,285615,text/html; charset=UTF-8,134
https://nypost.com/2017/10/16/rick-pitino-is-officially-fired/,283410,text/html; charset=UTF-8,127
https://nypost.com/2018/08/30/rick-pitino-defends-himself-and-claims-firing-ruined-players-careers/,294619,text/html; charset=UTF-8,131
https://nypost.com/author/zach-braziller/feed/,38655,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/27/todd-bowles-denies-false-report-hes-taking-over-some-play-calls/,282908,text/html; charset=UTF-8,132
https://nypost.com/2017/11/08/four-ncaa-coaches-indicted-on-corruption-charges/,279252,text/html; charset=UTF-8,128
https://nypost.com/2018/04/01/michigan-has-enough-to-make-things-very-tough-on-villanova/,277676,text/html; charset=UTF-8,128
https://nypost.com/2018/09/27/giants-defenses-reinforcements-are-nearing-big-returns/,282688,text/html; charset=UTF-8,133
https://nypost.com/2018/09/29/one-year-later-effects-hardly-felt-for-ncaa-programs-in-fbi-probe/amp/,84451,text/html; charset=UTF-8,66
https://nypost.com/2017/09/26/feds-vow-crackdown-on-ncaa-corruption-after-busting-coaches/,292307,text/html; charset=UTF-8,136
https://nypost.com/tag/usc-trojans/,157101,text/html; charset=UTF-8,123
https://nypost.com/2018/09/28/lsu-basketball-player-shot-to-death-in-baton-rouge-restaurant/,277818,text/html; charset=UTF-8,128
https://nypost.com/tag/recruiting-confidential/,156002,text/html; charset=UTF-8,123
https://nypost.com/2018/02/23/fbi-catches-arizona-coach-discussing-100k-payment-to-sign-recruit/,281304,text/html; charset=UTF-8,128
https://nypost.com/2018/09/29/giants-must-figure-out-wr-whos-catching-basically-everything/,284825,text/html; charset=UTF-8,133
https://nypost.com/tag/rick-pitino/,156194,text/html; charset=UTF-8,123
https://nypost.com/2018/02/15/st-johns-takes-a-huge-recruiting-loss/,277003,text/html; charset=UTF-8,128
https://nypost.com/tag/arizona-wildcats/,156174,text/html; charset=UTF-8,123
https://nypost.com/tag/oklahoma-state-cowboys/,156556,text/html; charset=UTF-8,123
https://nypost.com/2018/06/19/protesters-chase-homeland-security-secretary-from-mexican-restaurant/,262819,text/html; charset=UTF-8,129
https://nypost.com/2018/09/20/kavanaugh-and-his-accuser-are-both-getting-death-threats/,257429,text/html; charset=UTF-8,133
https://nypost.com/tag/politics/,150407,text/html; charset=UTF-8,120
https://nypost.com/author/post-editorial-board/,164526,text/html; charset=UTF-8,121
https://nypost.com/tag/restaurants/,156710,text/html; charset=UTF-8,123
https://nypost.com/author/post-editorial-board/feed/,39353,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/06/23/sarah-huckabee-sanders-booted-from-virginia-eatery/,255834,text/html; charset=UTF-8,130
https://nypost.com/2018/09/28/the-right-bears-brunt-of-uncivil-attacks-but-it-may-soon-haunt-the-left-too/amp/,77849,text/html; charset=UTF-8,62
https://nypost.com/tag/editorial/,156772,text/html; charset=UTF-8,123
https://nypost.com/tag/ted-cruz/,155593,text/html; charset=UTF-8,123
https://nypost.com/2018/07/21/after-fateful-shooting-scalise-could-be-most-powerful-man-in-congress/,272364,text/html; charset=UTF-8,141
https://nypost.com/2018/09/24/activists-shouting-we-believe-survivors-chase-ted-cruz-from-restaurant/,265877,text/html; charset=UTF-8,136
https://nypost.com/2018/09/27/brett-kavanaugh-deserves-a-senate-vote/,272808,text/html; charset=UTF-8,144
https://nypost.com/cover/covers-for-september-4-2018/,135285,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-17-2018/,135355,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-7-2018/,135339,text/html; charset=UTF-8,95
https://nypost.com/cover/sept-19-2018/,134784,text/html; charset=UTF-8,95
https://nypost.com/cover/sept-2-covers/,134772,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-25-2018/,135307,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-15-2018/,135450,text/html; charset=UTF-8,95
https://nypost.com/cover/september-23-2018/,135169,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-14-2018/,135329,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-10-2018/,135290,text/html; charset=UTF-8,95
https://nypost.com/covers/feed/,19896,application/rss+xml; charset=UTF-8,0
https://nypost.com/cover/covers-for-september-3-2018/,135240,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-16-2018/,135373,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-6-2018/,135221,text/html; charset=UTF-8,95
https://nypost.com/cover/september-24-2018/,134990,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-12-2018/,135412,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-22-2018/,135325,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-sept-20-2018/,135188,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-18-2018/,135335,text/html; charset=UTF-8,95
https://nypost.com/cover/september-13-2018/,134945,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-11-2018/,135450,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-8-2018/,135374,text/html; charset=UTF-8,95
https://nypost.com/cover/sept-5-cover/,134779,text/html; charset=UTF-8,95
https://nypost.com/cover/september-9-2018/,135066,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-september-1-2018/,135289,text/html; charset=UTF-8,95
https://nypost.com/cover/covers-for-sept-21-2018/,135223,text/html; charset=UTF-8,95
https://nypost.com/2018/09/15/the-great-recessions-architects-are-acting-like-theyre-heroes/,263250,text/html; charset=UTF-8,135
https://nypost.com/tag/sec/,156280,text/html; charset=UTF-8,123
https://nypost.com/2018/09/27/lowes-new-ceo-plans-to-replicate-home-depot-playbook/,263849,text/html; charset=UTF-8,134
https://nypost.com/tag/securities-and-exchange-commission/,156753,text/html; charset=UTF-8,123
https://nypost.com/2018/09/28/sec-closes-out-fiscal-year-with-27-charges/amp/,80616,text/html; charset=UTF-8,60
https://nypost.com/tag/walgreens/,156448,text/html; charset=UTF-8,123
https://nypost.com/2018/09/26/sec-makes-its-first-data-breach-clampdown/,259692,text/html; charset=UTF-8,133
https://nypost.com/2018/09/26/us-should-authorize-more-fracking-if-oil-prices-climb/,259644,text/html; charset=UTF-8,132
https://nypost.com/author/kevin-dugan/feed/,38308,application/rss+xml; charset=UTF-8,0
https://nypost.com/author/kevin-dugan/,164251,text/html; charset=UTF-8,121
https://nypost.com/2018/09/27/fraudsters-bilked-75000-investors-with-get-rich-quick-videos-sec/,261445,text/html; charset=UTF-8,134
https://nypost.com/tag/settlements/,156933,text/html; charset=UTF-8,123
https://nypost.com/2018/09/25/yahoo-finance-poaches-2-editors-from-thestreet-com/,257625,text/html; charset=UTF-8,130
https://nypost.com/2018/09/27/sec-sues-elon-musk-for-his-tweet-about-taking-tesla-private/,262171,text/html; charset=UTF-8,135
https://nypost.com/living/feed/,40867,application/rss+xml; charset=UTF-8,0
https://nypost.com/sports/feed/,38004,application/rss+xml; charset=UTF-8,0
https://nypost.com/metro/feed/,39240,application/rss+xml; charset=UTF-8,0
https://nypost.com/tech/feed/,40985,application/rss+xml; charset=UTF-8,0
https://nypost.com/fashion/feed/,44527,application/rss+xml; charset=UTF-8,0
https://nypost.com/media/feed/,39319,application/rss+xml; charset=UTF-8,0
https://nypost.com/business/feed/,38433,application/rss+xml; charset=UTF-8,0
https://nypost.com/entertainment/feed/,37680,application/rss+xml; charset=UTF-8,0
https://nypost.com/opinion/feed/,39232,application/rss+xml; charset=UTF-8,0
https://nypost.com/subscription-help/,124960,text/html; charset=UTF-8,110
https://nypost.com/customer-service/feed/,1615,application/rss+xml; charset=UTF-8,0
https://nypost.com/author/amanda-woods/,164811,text/html; charset=UTF-8,121
https://nypost.com/2018/08/13/food-network-star-helps-to-start-cancer-nonprofit/,261627,text/html; charset=UTF-8,133
https://nypost.com/2018/09/29/fire-breaks-out-at-billionaire-ron-perelmans-east-hampton-estate/,258127,text/html; charset=UTF-8,130
https://nypost.com/author/ruth-weissmann/feed/,40639,application/rss+xml; charset=UTF-8,0
https://nypost.com/author/ruth-weissmann/,165772,text/html; charset=UTF-8,121
https://nypost.com/author/larry-celona/,165347,text/html; charset=UTF-8,121
https://nypost.com/author/larry-celona/feed/,40256,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/01/nyc-should-stop-coddling-young-white-bros-on-bikes/,268648,text/html; charset=UTF-8,139
https://nypost.com/tag/brooklyn/,156918,text/html; charset=UTF-8,123
https://nypost.com/author/khristina-narizhnaya/feed/,41295,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/29/4-year-old-dead-after-brother-shoves-him-from-building-cops/amp/,76107,text/html; charset=UTF-8,56
https://nypost.com/author/khristina-narizhnaya/,164546,text/html; charset=UTF-8,121
https://nypost.com/tag/crime/,157046,text/html; charset=UTF-8,123
https://nypost.com/author/amanda-woods/feed/,39926,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/27/why-hbo-is-stunningly-leaving-boxing-behind/amp/,78561,text/html; charset=UTF-8,57
https://nypost.com/tag/bob-arum/,155749,text/html; charset=UTF-8,123
https://nypost.com/tag/hbo/,152690,text/html; charset=UTF-8,122
https://nypost.com/2018/09/27/nhl-probing-flyers-reported-link-to-finnish-cocaine-ring/,280624,text/html; charset=UTF-8,136
https://nypost.com/tag/sports-media/,155736,text/html; charset=UTF-8,123
https://nypost.com/2018/09/24/giants-finally-showed-the-grit-winners-are-built-on/,284128,text/html; charset=UTF-8,131
https://nypost.com/author/george-willis/,165122,text/html; charset=UTF-8,122
https://nypost.com/2018/09/23/saquon-barkley-did-what-he-had-to-do-with-season-on-the-line/,282265,text/html; charset=UTF-8,132
https://nypost.com/author/george-willis/feed/,38644,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/23/defense-finally-delivers-the-big-plays-giants-needed/,286266,text/html; charset=UTF-8,131
https://nypost.com/2018/09/28/the-man-behind-sam-darnold-must-get-jets-offense-moving/,285522,text/html; charset=UTF-8,130
https://nypost.com/2018/09/29/fantasy-owners-have-one-smart-move-to-make-with-leveon-bell/,253160,text/html; charset=UTF-8,137
https://nypost.com/tag/boxing/,153732,text/html; charset=UTF-8,121
https://nypost.com/2018/09/21/man-hospitalized-after-parachute-crash-landing-on-powerline/,255135,text/html; charset=UTF-8,131
https://nypost.com/tag/extreme-sports/,156633,text/html; charset=UTF-8,123
https://nypost.com/2018/09/29/skydiving-instructors-body-found-after-tandem-jump-goes-wrong/amp/,77090,text/html; charset=UTF-8,58
https://nypost.com/tag/maine/,156680,text/html; charset=UTF-8,123
https://nypost.com/2018/08/28/skydiving-plane-flips-over-during-crash-landing/,257421,text/html; charset=UTF-8,138
https://nypost.com/tag/skydiving/,156472,text/html; charset=UTF-8,123
https://nypost.com/2018/08/22/daredevil-granny-celebrates-90th-birthday-by-skydiving/,264868,text/html; charset=UTF-8,142
https://nypost.com/2018/05/30/skydiving-accident-survivor-is-brutally-honest-about-her-daily-accidents/,327195,text/html; charset=UTF-8,141
https://nypost.com/author/associated-press/,164497,text/html; charset=UTF-8,121
https://nypost.com/author/associated-press/feed/,38153,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/09/27/times-squares-opry-city-stage-is-shutting-down/,259031,text/html; charset=UTF-8,135
https://nypost.com/2018/09/27/uber-sends-fleet-to-map-out-nycs-quickest-routes/,258364,text/html; charset=UTF-8,134
https://nypost.com/2018/09/28/after-sec-moves-to-oust-musk-tesla-shares-fall-12-percent/,259974,text/html; charset=UTF-8,137
https://nypost.com/2018/09/27/trading-app-for-classic-cars-is-opening-a-showroom-in-soho/,260455,text/html; charset=UTF-8,134
https://nypost.com/2018/09/28/health-care-payments-firm-wants-to-merge-with-athenahealth/,264655,text/html; charset=UTF-8,138
https://nypost.com/business/page/2/,167248,text/html; charset=UTF-8,120
https://nypost.com/tag/loans/,156501,text/html; charset=UTF-8,123
https://nypost.com/tag/harvey-weinstein/,152322,text/html; charset=UTF-8,122
https://nypost.com/tag/weinstein-company/,155326,text/html; charset=UTF-8,123
https://nypost.com/2018/09/04/trump-calls-nbcs-killing-of-weinstein-story-highly-unethical/,261865,text/html; charset=UTF-8,137
https://nypost.com/2018/09/28/loan-firm-will-proceed-with-suit-to-get-45m-back-from-weinstein/amp/,78780,text/html; charset=UTF-8,64
https://nypost.com/author/priscilla-degregory/feed/,40075,application/rss+xml; charset=UTF-8,0
https://nypost.com/2018/08/31/ex-producer-slams-nbc-news-over-ronan-farrow-controversy/,265726,text/html; charset=UTF-8,136
https://nypost.com/2018/08/10/maggie-gray-goes-scorched-earth-on-vile-piece-of-trash-james-dolan/,283189,text/html; charset=UTF-8,132
https://nypost.com/author/priscilla-degregory/,165358,text/html; charset=UTF-8,121
https://nypost.com/2018/09/03/nbc-chief-explains-decision-to-block-farrows-weinstein-expose/,269568,text/html; charset=UTF-8,140
https://nypost.com/tag/harvey-weinstein-accusations/,155375,text/html; charset=UTF-8,123
https://nypost.com/tag/lawsuits/,156980,text/html; charset=UTF-8,123
https://nypost.com/fashion/page/2/,169173,text/html; charset=UTF-8,127
https://nypost.com/2018/09/27/female-athetes-win-on-virgil-ablohs-runway/,261772,text/html; charset=UTF-8,141
https://nypost.com/2018/09/24/the-hautest-moments-from-milan-fashion-week/,262339,text/html; charset=UTF-8,142
https://nypost.com/2018/09/24/people-are-turning-their-hair-into-flower-vases-for-instagram/,270824,text/html; charset=UTF-8,137
https://nypost.com/2018/09/25/michael-kors-buys-versace-for-2-2-billion/,260237,text/html; charset=UTF-8,135
https://nypost.com/2018/09/25/models-walk-on-water-at-paris-fashion-week-show/,259435,text/html; charset=UTF-8,139
https://nypost.com/2018/09/24/michael-kors-shares-sink-amid-versace-rumors/,260854,text/html; charset=UTF-8,135
https://nypost.com/2018/09/25/the-five-craziest-moments-at-gucci/,260027,text/html; charset=UTF-8,137
https://nypost.com/2018/09/25/this-weird-designer-purse-is-bigger-than-the-model-carrying-it/,256946,text/html; charset=UTF-8,139
https://nypost.com/video/hollywoods-creepy-habit-of-joking-about-sex-crimes/amp/,73373,text/html; charset=UTF-8,51
https://nypost.com/2018/09/26/new-cbs-board-may-be-more-open-to-viacom-merger/,263782,text/html; charset=UTF-8,140
https://nypost.com/media/page/2/,172139,text/html; charset=UTF-8,127
https://nypost.com/2018/09/26/fox-will-sell-its-sky-stake-to-comcast/,259753,text/html; charset=UTF-8,133
https://nypost.com/2018/09/01/this-weeks-6-must-read-books-3/,263567,text/html; charset=UTF-8,141
https://nypost.com/2018/09/27/cbs-communications-chief-gil-schwartz-exits-company/,261073,text/html; charset=UTF-8,137
https://nypost.com/2018/09/27/ami-finally-has-some-good-news-to-tell-investors/,263810,text/html; charset=UTF-8,139
https://nypost.com/2018/09/27/meredith-executives-are-giving-themselves-a-big-raise/,263766,text/html; charset=UTF-8,137
https://nypost.com/2018/09/27/new-york-times-deletes-twitter-poll-asking-if-fords-testimony-is-credible/,261700,text/html; charset=UTF-8,137
https://nypost.com/2018/09/27/craig-cartons-co-conspirator-throws-ex-wfan-host-under-the-bus/,279665,text/html; charset=UTF-8,128
https://nypost.com/2018/09/27/nonprofit-news-site-the-city-hires-ex-daily-news-editor/,262137,text/html; charset=UTF-8,137
https://nypost.com/2018/09/26/monday-night-football-draws-largest-audience-of-the-season/,260124,text/html; charset=UTF-8,130
https://nypost.com/entertainment/page/2/,174593,text/html; charset=UTF-8,127
https://nypost.com/2018/09/27/broadway-star-janet-mcteer-to-metoo-offenders-id-punch-you/,260090,text/html; charset=UTF-8,130
https://nypost.com/2018/09/28/hillary-clinton-guest-stars-in-murphy-brown-premiere/,280427,text/html; charset=UTF-8,145
